Unnamed: 0,label,MainText,Cleaned_Text,Tokens
1602,ham,Welp apparently he retired,welp apparently he retired,"['welp', 'apparently', 'he', 'retired']"
1603,ham,I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in,"['i', 'could', 'ask', 'carlos', 'if', 'we', 'could', 'get', 'more', 'if', 'anybody', 'else', 'can', 'chip', 'in']"
1604,ham,Be sure to check your yahoo email. We sent photos yesterday,be sure to check your yahoo email we sent photos yesterday,"['be', 'sure', 'to', 'check', 'your', 'yahoo', 'email', 'we', 'sent', 'photos', 'yesterday']"
1605,phishing,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,u have a secret admirer reveal who thinks u r so special call to opt out cust care,"['u', 'have', 'a', 'secret', 'admirer', 'reveal', 'who', 'thinks', 'u', 'r', 'so', 'special', 'call', 'to', 'opt', 'out', 'cust', 'care']"
1606,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday may u find ur prince charming soon n dun work too hard,"['happy', 'birthday', 'may', 'u', 'find', 'ur', 'prince', 'charming', 'soon', 'n', 'dun', 'work', 'too', 'hard']"
1607,ham,Which channel:-):-):):-).,which channel,"['which', 'channel']"
1608,ham,"Ta-Daaaaa! I am home babe, are you still up ?",ta daaaaa i am home babe are you still up,"['ta', 'daaaaa', 'i', 'am', 'home', 'babe', 'are', 'you', 'still', 'up']"
1609,ham,LOL that would be awesome payback.,lol that would be awesome payback,"['lol', 'that', 'would', 'be', 'awesome', 'payback']"
1610,ham,"Yeah why not, is the gang all ready",yeah why not is the gang all ready,"['yeah', 'why', 'not', 'is', 'the', 'gang', 'all', 'ready']"
1611,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,"['congratulations', 'ore', 'mo', 'owo', 're', 'wa', 'enjoy', 'it', 'and', 'i', 'wish', 'you', 'many', 'happy', 'moments', 'to', 'and', 'fro', 'wherever', 'you', 'go']"
1612,phishing,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",you can stop further club tones by replying stop mix see my tone com enjoy html for terms club tones cost gbp week mfl po box mk wt,"['you', 'can', 'stop', 'further', 'club', 'tones', 'by', 'replying', 'stop', 'mix', 'see', 'my', 'tone', 'com', 'enjoy', 'html', 'for', 'terms', 'club', 'tones', 'cost', 'gbp', 'week', 'mfl', 'po', 'box', 'mk', 'wt']"
1613,ham,You getting back any time soon?,you getting back any time soon,"['you', 'getting', 'back', 'any', 'time', 'soon']"
1614,ham,Great. Have a safe trip. Dont panic surrender all.,great have a safe trip dont panic surrender all,"['great', 'have', 'a', 'safe', 'trip', 'dont', 'panic', 'surrender', 'all']"
1615,ham,No let me do the math. Your not good at it.,no let me do the math your not good at it,"['no', 'let', 'me', 'do', 'the', 'math', 'your', 'not', 'good', 'at', 'it']"
1616,ham,"Ya tel, wats ur problem..",ya tel wats ur problem,"['ya', 'tel', 'wats', 'ur', 'problem']"
1617,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin ward c in u mrw luv jaz,"['hellogorgeous', 'hows', 'u', 'my', 'fone', 'was', 'on', 'charge', 'lst', 'nitw', 'wen', 'u', 'texd', 'me', 'hopeu', 'ad', 'a', 'nice', 'wkend', 'as', 'im', 'sure', 'u', 'did', 'lookin', 'ward', 'c', 'in', 'u', 'mrw', 'luv', 'jaz']"
1618,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx today cer it was nice catch up but we ave find more time more often oh well take care c u soon c,"['thanx', 'today', 'cer', 'it', 'was', 'nice', 'catch', 'up', 'but', 'we', 'ave', 'find', 'more', 'time', 'more', 'often', 'oh', 'well', 'take', 'care', 'c', 'u', 'soon', 'c']"
1619,ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,the length is e same but e top shorter n i got a fringe now i thk i m not going liao too lazy dun wan distract u also,"['the', 'length', 'is', 'e', 'same', 'but', 'e', 'top', 'shorter', 'n', 'i', 'got', 'a', 'fringe', 'now', 'i', 'thk', 'i', 'm', 'not', 'going', 'liao', 'too', 'lazy', 'dun', 'wan', 'distract', 'u', 'also']"
1620,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call u mrw at ninish with my address that icky american freek wont stop callin me bad jen k eh,"['ill', 'call', 'u', 'mrw', 'at', 'ninish', 'with', 'my', 'address', 'that', 'icky', 'american', 'freek', 'wont', 'stop', 'callin', 'me', 'bad', 'jen', 'k', 'eh']"
1621,ham,"Ok, be careful ! Don't text and drive !",ok be careful don t text and drive,"['ok', 'be', 'careful', 'don', 't', 'text', 'and', 'drive']"
1622,ham,Nope... Juz off from work...,nope juz off from work,"['nope', 'juz', 'off', 'from', 'work']"
1623,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ü say until like dat i dun buy ericsson oso cannot oredi lar,"['ü', 'say', 'until', 'like', 'dat', 'i', 'dun', 'buy', 'ericsson', 'oso', 'can', 'not', 'oredi', 'lar']"
1624,ham,Do you know when the result.,do you know when the result,"['do', 'you', 'know', 'when', 'the', 'result']"
1625,phishing,"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz,"['last', 'chance', 'claim', 'ur', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'shop', 'to', 'now', 'savamob', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox', 'muz']"
1626,ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,where wuld i be without my baby the thought alone mite break me and i don t wanna go crazy but everyboy needs his lady xxxxxxxx,"['where', 'wuld', 'i', 'be', 'without', 'my', 'baby', 'the', 'thought', 'alone', 'mite', 'break', 'me', 'and', 'i', 'don', 't', 'wan', 'na', 'go', 'crazy', 'but', 'everyboy', 'needs', 'his', 'lady', 'xxxxxxxx']"
1627,ham,Hurry home. Soup is DONE!,hurry home soup is done,"['hurry', 'home', 'soup', 'is', 'done']"
1628,phishing,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent your mobile number won a bonus caller prize on this is the nd attempt to reach you call asap box nqp ppm,"['urgent', 'your', 'mobile', 'number', 'won', 'a', 'bonus', 'caller', 'prize', 'on', 'this', 'is', 'the', 'nd', 'attempt', 'to', 'reach', 'you', 'call', 'asap', 'box', 'nqp', 'ppm']"
1629,ham,"Trust me. Even if isn't there, its there.",trust me even if isn t there its there,"['trust', 'me', 'even', 'if', 'isn', 't', 'there', 'its', 'there']"
1630,phishing,	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,don t b floppy b snappy happy only gay chat service with photo upload call p min stop our texts call,"['don', 't', 'b', 'floppy', 'b', 'snappy', 'happy', 'only', 'gay', 'chat', 'service', 'with', 'photo', 'upload', 'call', 'p', 'min', 'stop', 'our', 'texts', 'call']"
1631,phishing,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8536074310 from land line. Claim 3030. Valid 12hrs only",urgent your mobile number has been awarded with a inr prize guaranteed call from land line claim valid hrs only,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', 'inr', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'valid', 'hrs', 'only']"
1632,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end,"['sounds', 'better', 'than', 'my', 'evening', 'im', 'just', 'doing', 'my', 'costume', 'im', 'not', 'sure', 'what', 'time', 'i', 'finish', 'tomorrow', 'but', 'i', 'will', 'txt', 'you', 'at', 'the', 'end']"
1633,ham,Well if I'm that desperate I'll just call armand again,well if i m that desperate i ll just call armand again,"['well', 'if', 'i', 'm', 'that', 'desperate', 'i', 'll', 'just', 'call', 'armand', 'again']"
1634,ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok i m waliking ard now do u wan me buy anything go ur house,"['ok', 'i', 'm', 'waliking', 'ard', 'now', 'do', 'u', 'wan', 'me', 'buy', 'anything', 'go', 'ur', 'house']"
1635,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,that sucks i ll go over so u can do my hair you ll do it free right,"['that', 'sucks', 'i', 'll', 'go', 'over', 'so', 'u', 'can', 'do', 'my', 'hair', 'you', 'll', 'do', 'it', 'free', 'right']"
1636,phishing,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guys feeling hungry and up it now call just p min to stop texts call p min,"['hungry', 'gay', 'guys', 'feeling', 'hungry', 'and', 'up', 'it', 'now', 'call', 'just', 'p', 'min', 'to', 'stop', 'texts', 'call', 'p', 'min']"
1637,ham,I jokin oni lar.. Ü busy then i wun disturb ü.,i jokin oni lar ü busy then i wun disturb ü,"['i', 'jokin', 'oni', 'lar', 'ü', 'busy', 'then', 'i', 'wun', 'disturb', 'ü']"
1638,ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,don t give a flying monkeys wot they think and i certainly don t mind any friend of mine and all that,"['don', 't', 'give', 'a', 'flying', 'monkeys', 'wot', 'they', 'think', 'and', 'i', 'certainly', 'don', 't', 'mind', 'any', 'friend', 'of', 'mine', 'and', 'all', 'that']"
1639,ham,Will it help if we propose going back again tomorrow,will it help if we propose going back again tomorrow,"['will', 'it', 'help', 'if', 'we', 'propose', 'going', 'back', 'again', 'tomorrow']"
1640,ham,K.i will send in  &lt;#&gt;  min:),k i will send in lt gt min,"['k', 'i', 'will', 'send', 'in', 'lt', 'gt', 'min']"
1641,ham,Full heat pa:-) i have applyed oil pa.,full heat pa i have applyed oil pa,"['full', 'heat', 'pa', 'i', 'have', 'applyed', 'oil', 'pa']"
1642,ham,Or ill be a little closer like at the bus stop on the same street,or ill be a little closer like at the bus stop on the same street,"['or', 'ill', 'be', 'a', 'little', 'closer', 'like', 'at', 'the', 'bus', 'stop', 'on', 'the', 'same', 'street']"
1643,ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,he s really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,"['he', 's', 'really', 'into', 'skateboarding', 'now', 'despite', 'the', 'fact', 'that', 'he', 'gets', 'thrown', 'off', 'of', 'it', 'and', 'winds', 'up', 'with', 'bandages', 'and', 'shit', 'all', 'over', 'his', 'arms', 'every', 'five', 'minutes']"
1644,phishing,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile choose from s of gr tones each wk this is a subscrition service with weekly tones costing p u have one credit kick back and enjoy,"['splashmobile', 'choose', 'from', 's', 'of', 'gr', 'tones', 'each', 'wk', 'this', 'is', 'a', 'subscrition', 'service', 'with', 'weekly', 'tones', 'costing', 'p', 'u', 'have', 'one', 'credit', 'kick', 'back', 'and', 'enjoy']"
1645,ham,Ok thanks..dats wonderful�,ok thanks dats wonderful,"['ok', 'thanks', 'dats', 'wonderful']"
1646,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,so its to be poking man everyday that they teach you in canada abi how are you just saying hi,"['so', 'its', 'to', 'be', 'poking', 'man', 'everyday', 'that', 'they', 'teach', 'you', 'in', 'canada', 'abi', 'how', 'are', 'you', 'just', 'saying', 'hi']"
1647,ham,Have your lunch and come quickly and open the door:),have your lunch and come quickly and open the door,"['have', 'your', 'lunch', 'and', 'come', 'quickly', 'and', 'open', 'the', 'door']"
1648,ham,Guess who spent all last night phasing in and out of the fourth dimension,guess who spent all last night phasing in and out of the fourth dimension,"['guess', 'who', 'spent', 'all', 'last', 'night', 'phasing', 'in', 'and', 'out', 'of', 'the', 'fourth', 'dimension']"
1649,ham,"What part of ""don't initiate"" don't you understand",what part of don t initiate don t you understand,"['what', 'part', 'of', 'don', 't', 'initiate', 'don', 't', 'you', 'understand']"
1650,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,yup i havent been there before you want to go for the yoga i can call up to book,"['yup', 'i', 'havent', 'been', 'there', 'before', 'you', 'want', 'to', 'go', 'for', 'the', 'yoga', 'i', 'can', 'call', 'up', 'to', 'book']"
1651,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ah gee,"['aiyo', 'u', 'always', 'c', 'our', 'ex', 'one', 'i', 'dunno', 'abt', 'mei', 'she', 'haven', 'reply', 'first', 'time', 'u', 'reply', 'so', 'fast', 'y', 'so', 'lucky', 'not', 'workin', 'huh', 'got', 'bao', 'by', 'ur', 'sugardad', 'ah', 'gee']"
1652,ham,Ü go home liao? Ask dad to pick me up at 6...,ü go home liao ask dad to pick me up at,"['ü', 'go', 'home', 'liao', 'ask', 'dad', 'to', 'pick', 'me', 'up', 'at']"
1653,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,"['i', 'love', 'ya', 'too', 'but', 'try', 'and', 'budget', 'your', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'on', 'me', 'if', 'he', 'knew']"
1654,ham,Dear i have reache room,dear i have reache room,"['dear', 'i', 'have', 'reache', 'room']"
1655,ham,Omg it could snow here tonite!,omg it could snow here tonite,"['omg', 'it', 'could', 'snow', 'here', 'tonite']"
1656,ham,I sent your maga that money yesterday oh.,i sent your maga that money yesterday oh,"['i', 'sent', 'your', 'maga', 'that', 'money', 'yesterday', 'oh']"
1657,ham,Aaooooright are you at work?,aaooooright are you at work,"['aaooooright', 'are', 'you', 'at', 'work']"
1658,ham,No my mum went 2 dentist.,no my mum went dentist,"['no', 'my', 'mum', 'went', 'dentist']"
1659,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,"['hello', 'yeah', 'i', 've', 'just', 'got', 'out', 'of', 'the', 'bath', 'and', 'need', 'to', 'do', 'my', 'hair', 'so', 'i', 'll', 'come', 'up', 'when', 'i', 'm', 'done', 'yeah']"
1660,phishing,	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,had your mobile months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on,"['had', 'your', 'mobile', 'months', 'or', 'more', 'u', 'r', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on']"
1661,phishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph your paytm a c will block within hr thank you,"['dear', 'paytm', 'customer', 'your', 'paytm', 'kyc', 'has', 'been', 'suspended', 'pay', 'tm', 'office', 'ph', 'your', 'paytm', 'a', 'c', 'will', 'block', 'within', 'hr', 'thank', 'you']"
1662,ham,It certainly puts things into perspective when something like this happens,it certainly puts things into perspective when something like this happens,"['it', 'certainly', 'puts', 'things', 'into', 'perspective', 'when', 'something', 'like', 'this', 'happens']"
1663,phishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6299257179 to claim",dear customer u ve been selected to stay in fve star hotels for tday s draw holiday valued at inr dial to claim,"['dear', 'customer', 'u', 've', 'been', 'selected', 'to', 'stay', 'in', 'fve', 'star', 'hotels', 'for', 'tday', 's', 'draw', 'holiday', 'valued', 'at', 'inr', 'dial', 'to', 'claim']"
1664,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),thats cool sometimes slow and gentle sonetimes rough and hard,"['thats', 'cool', 'sometimes', 'slow', 'and', 'gentle', 'sonetimes', 'rough', 'and', 'hard']"
1665,ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",god asked what is forgiveness a little child gave lovely reply it is d wonderful fruit that a tree gives when it is being hurt by a stone good night,"['god', 'asked', 'what', 'is', 'forgiveness', 'a', 'little', 'child', 'gave', 'lovely', 'reply', 'it', 'is', 'd', 'wonderful', 'fruit', 'that', 'a', 'tree', 'gives', 'when', 'it', 'is', 'being', 'hurt', 'by', 'a', 'stone', 'good', 'night']"
1666,phishing,"Property Bhi Aapki Rent Bhi Aapka, Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee, Noida Cont.9990584817",property bhi aapki rent bhi aapka invest rs k lacs in fully furnished office spaces earn rs k per month wid bank guarantee noida cont,"['property', 'bhi', 'aapki', 'rent', 'bhi', 'aapka', 'invest', 'rs', 'k', 'lacs', 'in', 'fully', 'furnished', 'office', 'spaces', 'earn', 'rs', 'k', 'per', 'month', 'wid', 'bank', 'guarantee', 'noida', 'cont']"
1667,ham,I'm really sorry I lit your hair on fire,i m really sorry i lit your hair on fire,"['i', 'm', 'really', 'sorry', 'i', 'lit', 'your', 'hair', 'on', 'fire']"
1668,ham,O. Guess they both got screwd,o guess they both got screwd,"['o', 'guess', 'they', 'both', 'got', 'screwd']"
1669,phishing,n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:9268250573/931130487,n days reduce fat inch use sauna slim belt vibration belt ncr rs extra free yoko call now,"['n', 'days', 'reduce', 'fat', 'inch', 'use', 'sauna', 'slim', 'belt', 'vibration', 'belt', 'ncr', 'rs', 'extra', 'free', 'yoko', 'call', 'now']"
1670,ham,Change windows logoff sound..,change windows logoff sound,"['change', 'windows', 'logoff', 'sound']"
1671,ham,"That's cool, I'll come by like  &lt;#&gt; ish",that s cool i ll come by like lt gt ish,"['that', 's', 'cool', 'i', 'll', 'come', 'by', 'like', 'lt', 'gt', 'ish']"
1672,ham,Pls help me tell Ashley that i cant find her number oh,pls help me tell ashley that i cant find her number oh,"['pls', 'help', 'me', 'tell', 'ashley', 'that', 'i', 'cant', 'find', 'her', 'number', 'oh']"
1673,ham,Ok going to sleep. Hope i can meet her.,ok going to sleep hope i can meet her,"['ok', 'going', 'to', 'sleep', 'hope', 'i', 'can', 'meet', 'her']"
1674,ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,aww you must be nearly dead well jez iscoming over todo some workand that whilltake forever,"['aww', 'you', 'must', 'be', 'nearly', 'dead', 'well', 'jez', 'iscoming', 'over', 'todo', 'some', 'workand', 'that', 'whilltake', 'forever']"
1675,phishing,	Loa!! Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help',loa homeowners tenants welcome have you been previously refused we can still help call free or text back help,"['loa', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free', 'or', 'text', 'back', 'help']"
1676,phishing,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won.  Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special pounds of genuine hmv vouchers to be won play now send hmv to more info,"['hmv', 'bonus', 'special', 'pounds', 'of', 'genuine', 'hmv', 'vouchers', 'to', 'be', 'won', 'play', 'now', 'send', 'hmv', 'to', 'more', 'info']"
1677,ham,See the forwarding message for proof,see the forwarding message for proof,"['see', 'the', 'forwarding', 'message', 'for', 'proof']"
1678,ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,i walked an hour c u doesn t that show i care y wont u believe im serious,"['i', 'walked', 'an', 'hour', 'c', 'u', 'doesn', 't', 'that', 'show', 'i', 'care', 'y', 'wont', 'u', 'believe', 'im', 'serious']"
1679,phishing,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,xclusive clubsaisai morow soiree speciale zouk with nichols from paris free roses all ladies info,"['xclusive', 'clubsaisai', 'morow', 'soiree', 'speciale', 'zouk', 'with', 'nichols', 'from', 'paris', 'free', 'roses', 'all', 'ladies', 'info']"
1680,phishing,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,you are awarded a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,"['you', 'are', 'awarded', 'a', 'sipix', 'digital', 'camera', 'call', 'from', 'landline', 'delivery', 'within', 'days', 't', 'cs', 'box', 'mbp', 'yr', 'warranty', 'ppm', 'p', 'p']"
1681,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,"['good', 'afternoon', 'sexy', 'buns', 'how', 'goes', 'the', 'job', 'search', 'i', 'wake', 'and', 'you', 'are', 'my', 'first', 'thought', 'as', 'always', 'my', 'love', 'i', 'wish', 'your', 'fine', 'and', 'happy', 'and', 'know', 'i', 'adore', 'you']"
1682,phishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,dear paytm customer your paytm kyc has expired contact customer care no immediately your account will block within hr thank you paytm team,"['dear', 'paytm', 'customer', 'your', 'paytm', 'kyc', 'has', 'expired', 'contact', 'customer', 'care', 'no', 'immediately', 'your', 'account', 'will', 'block', 'within', 'hr', 'thank', 'you', 'paytm', 'team']"
1683,ham,We stopped to get ice cream and will go back after,we stopped to get ice cream and will go back after,"['we', 'stopped', 'to', 'get', 'ice', 'cream', 'and', 'will', 'go', 'back', 'after']"
1684,phishing,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sms services for your inclusive text credits pls gotto login qxj unsubscribe with stop no extra charge help comuk cm ae,"['sms', 'services', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'gotto', 'login', 'qxj', 'unsubscribe', 'with', 'stop', 'no', 'extra', 'charge', 'help', 'comuk', 'cm', 'ae']"
1685,ham,Or I guess  &lt;#&gt;  min,or i guess lt gt min,"['or', 'i', 'guess', 'lt', 'gt', 'min']"
1686,ham,Da is good good player.why he is unsold.,da is good good player why he is unsold,"['da', 'is', 'good', 'good', 'player', 'why', 'he', 'is', 'unsold']"
1687,ham,"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",turns out my friends are staying for the whole show and won t be back til some time so feel free to go ahead and smoke that worth worth,"['turns', 'out', 'my', 'friends', 'are', 'staying', 'for', 'the', 'whole', 'show', 'and', 'won', 't', 'be', 'back', 'til', 'some', 'time', 'so', 'feel', 'free', 'to', 'go', 'ahead', 'and', 'smoke', 'that', 'worth', 'worth']"
1688,phishing,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/",local covid study compensation up to qualify here cashstudy com,"['local', 'covid', 'study', 'compensation', 'up', 'to', 'qualify', 'here', 'cashstudy', 'com']"
1689,ham,I'm always looking for an excuse to be in the city.,i m always looking for an excuse to be in the city,"['i', 'm', 'always', 'looking', 'for', 'an', 'excuse', 'to', 'be', 'in', 'the', 'city']"
1690,ham,My drive can only be read. I need to write,my drive can only be read i need to write,"['my', 'drive', 'can', 'only', 'be', 'read', 'i', 'need', 'to', 'write']"
1691,ham,"If e timing can, then i go w u lor...",if e timing can then i go w u lor,"['if', 'e', 'timing', 'can', 'then', 'i', 'go', 'w', 'u', 'lor']"
1692,phishing,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,wamma get laid want real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to now nyt eca lp msg,"['wamma', 'get', 'laid', 'want', 'real', 'doggin', 'locations', 'sent', 'direct', 'to', 'your', 'mobile', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'txt', 'dogs', 'to', 'now', 'nyt', 'eca', 'lp', 'msg']"
1693,ham,Juz go google n search 4 qet...,juz go google n search qet,"['juz', 'go', 'google', 'n', 'search', 'qet']"
1694,ham,Did you show him and wot did he say or could u not c him 4 dust?,did you show him and wot did he say or could u not c him dust,"['did', 'you', 'show', 'him', 'and', 'wot', 'did', 'he', 'say', 'or', 'could', 'u', 'not', 'c', 'him', 'dust']"
1695,ham,Midnight at the earliest,midnight at the earliest,"['midnight', 'at', 'the', 'earliest']"
1696,ham,Wat r u doing?,wat r u doing,"['wat', 'r', 'u', 'doing']"
1697,ham,Omg how did u know what I ate?,omg how did u know what i ate,"['omg', 'how', 'did', 'u', 'know', 'what', 'i', 'ate']"
1698,ham,Ok. I asked for money how far,ok i asked for money how far,"['ok', 'i', 'asked', 'for', 'money', 'how', 'far']"
1699,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,i miss you so much i m so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,"['i', 'miss', 'you', 'so', 'much', 'i', 'm', 'so', 'desparate', 'i', 'have', 'recorded', 'the', 'message', 'you', 'left', 'for', 'me', 'the', 'other', 'day', 'and', 'listen', 'to', 'it', 'just', 'to', 'hear', 'the', 'sound', 'of', 'your', 'voice', 'i', 'love', 'you']"
1700,ham,Ya had just now.onion roast.,ya had just now onion roast,"['ya', 'had', 'just', 'now', 'onion', 'roast']"
1701,ham," All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he said if it is made by my students this wont even start datz confidence,"['all', 'the', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'they', 'wer', 'askd', 'sit', 'in', 'an', 'aeroplane', 'aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', 'dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', 'bt', 'only', 'didnt', 'move', 'he', 'said', 'if', 'it', 'is', 'made', 'by', 'my', 'students', 'this', 'wont', 'even', 'start', 'datz', 'confidence']"
1702,ham,"Sorry, I'll call later..have to go somewhere..",sorry i ll call later have to go somewhere,"['sorry', 'i', 'll', 'call', 'later', 'have', 'to', 'go', 'somewhere']"
